Year,Foundry,Process Size,Transistors,Die Size,Production,GPU Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,TMUs,ROPs,Pixel Rate,Texture Rate,Slot Width,TDP,Outputs,Power Connectors,DirectX,OpenGL,Manufacturer,CORES,Shading Units,FP32 (float) performance,Shader Model
2006,TSMC,90 nm,384 million,352 mm²,End-of-life,625 MHz,"703 MHz
1406 Mbps effective",256 MB,GDDR3,256 bit,44.99 GB/s,16.0,16.0,10.00 GPixel/s,10.00 GTexel/s,Dual-slot,96 W,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),"2.1 (full)
3.0 (partial)",ATI,,,,3.0
2006,TSMC,90 nm,384 million,352 mm²,End-of-life,650 MHz,"1000 MHz
2 Gbps effective",512 MB,GDDR4,256 bit,64.00 GB/s,16.0,16.0,10.40 GPixel/s,10.40 GTexel/s,Dual-slot,125 W,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),"2.1 (full)
3.0 (partial)",ATI,,,,3.0
2006,TSMC,110 nm,107 million,74 mm²,End-of-life,325 MHz,"300 MHz
600 Mbps effective",128 MB,DDR,64 bit,4.800 GB/s,4.0,4.0,1.300 GPixel/s,1.300 GTexel/s,Single-slot,30 W,"1x DVI
1x VGA
1x S-Video",,9.0,2.0,ATI,,,,
2006,TSMC,130 nm,160 million,297 mm²,End-of-life,520 MHz,"540 MHz
1080 Mbps effective",256 MB,GDDR3,256 bit,34.56 GB/s,16.0,16.0,8.320 GPixel/s,8.320 GTexel/s,Dual-slot,unknown,2x DVI,1x 6-pin,9.0b (9_2),2.1,ATI,,,,
2006,,110 nm,unknown,73 mm²,End-of-life,400 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,2.0,2.0,800.0 MPixel/s,800.0 MTexel/s,IGP,unknown,No outputs,None,9.0,2.0,ATI,,,,
2006,NEC,90 nm,107 million,95 mm²,End-of-life,243 MHz,"243 MHz
486 Mbps effective",64 MB,GDDR3,64 bit,3.888 GB/s,4.0,4.0,972.0 MPixel/s,972.0 MTexel/s,,45 W,No outputs,,,,ATI,,,,
2005,TSMC,130 nm,60 million,76 mm²,End-of-life,324 MHz,"196 MHz
392 Mbps effective",256 MB,DDR,128 bit,6.272 GB/s,4.0,4.0,1.296 GPixel/s,1.296 GTexel/s,Single-slot,unknown,"1x VGA
1x S-Video",None,9.0 (9_0),2.0,ATI,,,,
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,450 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,128 bit,12.80 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,Single-slot,unknown,1x DVI,None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,321 million,288 mm²,End-of-life,500 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,256 bit,32.00 GB/s,16.0,16.0,8.000 GPixel/s,8.000 GTexel/s,Single-slot,75 W,1x DVI,1x 6-pin,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,110 nm,107 million,74 mm²,End-of-life,400 MHz,"300 MHz
600 Mbps effective",256 MB,DDR,128 bit,9.600 GB/s,4.0,4.0,1.600 GPixel/s,1.600 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA",None,9.0,2.0,ATI,,,,
2005,TSMC,130 nm,160 million,281 mm²,End-of-life,425 MHz,"400 MHz
800 Mbps effective",256 MB,GDDR3,256 bit,25.60 GB/s,8.0,8.0,3.400 GPixel/s,3.400 GTexel/s,Single-slot,unknown,1x DVI,None,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,281 mm²,End-of-life,425 MHz,"400 MHz
800 Mbps effective",256 MB,GDDR3,256 bit,25.60 GB/s,8.0,8.0,3.400 GPixel/s,3.400 GTexel/s,Single-slot,unknown,1x DVI,None,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,110 nm,160 million,240 mm²,End-of-life,400 MHz,"490 MHz
980 Mbps effective",256 MB,GDDR3,256 bit,31.36 GB/s,16.0,16.0,6.400 GPixel/s,6.400 GTexel/s,Single-slot,unknown,1x DVI,None,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,600 MHz,"400 MHz
800 Mbps effective",128 MB,DDR2,64 bit,6.400 GB/s,4.0,4.0,2.400 GPixel/s,2.400 GTexel/s,Single-slot,unknown,No outputs,None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,600 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,64 bit,6.400 GB/s,4.0,4.0,2.400 GPixel/s,2.400 GTexel/s,Single-slot,unknown,No outputs,None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,157 million,150 mm²,End-of-life,500 MHz,"500 MHz
1000 Mbps effective",128 MB,GDDR3,128 bit,16.00 GB/s,4.0,4.0,2.000 GPixel/s,2.000 GTexel/s,Single-slot,unknown,2x DVI,None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,157 million,150 mm²,End-of-life,600 MHz,"700 MHz
1400 Mbps effective",128 MB,GDDR3,128 bit,22.40 GB/s,4.0,4.0,2.400 GPixel/s,2.400 GTexel/s,Single-slot,35 W,2x DVI,None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,321 million,288 mm²,End-of-life,600 MHz,"650 MHz
1300 Mbps effective",256 MB,GDDR3,256 bit,41.60 GB/s,16.0,16.0,9.600 GPixel/s,9.600 GTexel/s,Dual-slot,unknown,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,321 million,288 mm²,End-of-life,594 MHz,"648 MHz
1296 Mbps effective",512 MB,GDDR3,256 bit,41.47 GB/s,16.0,16.0,9.504 GPixel/s,9.504 GTexel/s,Dual-slot,97 W,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,321 million,288 mm²,End-of-life,600 MHz,"650 MHz
1300 Mbps effective",1024 MB,GDDR3,256 bit,41.60 GB/s,16.0,16.0,9.600 GPixel/s,9.600 GTexel/s,Dual-slot,111 W,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,110 nm,120 million,156 mm²,End-of-life,350 MHz,"425 MHz
850 Mbps effective",128 MB,GDDR3,128 bit,13.60 GB/s,8.0,8.0,2.800 GPixel/s,2.800 GTexel/s,,unknown,No outputs,,9.0b (9_2),2.1,ATI,,,,
2005,,110 nm,107 million,74 mm²,End-of-life,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,2.0,2.0,600.0 MPixel/s,600.0 MTexel/s,IGP,unknown,No outputs,None,9.0,2.0,ATI,,,,
2005,,130 nm,unknown,73 mm²,End-of-life,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,2.0,2.0,600.0 MPixel/s,600.0 MTexel/s,IGP,unknown,No outputs,None,9.0 (9_0),2.0,ATI,,,,
2005,TSMC,110 nm,107 million,74 mm²,End-of-life,350 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,64 bit,4.000 GB/s,4.0,4.0,1.400 GPixel/s,1.400 GTexel/s,,unknown,No outputs,,9.0b,2.0,ATI,,,,
2005,,110 nm,107 million,74 mm²,End-of-life,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,2.0,2.0,600.0 MPixel/s,600.0 MTexel/s,IGP,unknown,No outputs,None,9.0,2.0,ATI,,,,
2005,TSMC,110 nm,120 million,156 mm²,End-of-life,350 MHz,"300 MHz
600 Mbps effective",128 MB,DDR,128 bit,9.600 GB/s,8.0,4.0,1.400 GPixel/s,2.800 GTexel/s,,unknown,No outputs,,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,110 nm,120 million,156 mm²,End-of-life,350 MHz,"330 MHz
660 Mbps effective",128 MB,DDR,128 bit,10.56 GB/s,8.0,4.0,1.400 GPixel/s,2.800 GTexel/s,,unknown,No outputs,,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,289 mm²,End-of-life,480 MHz,"550 MHz
1100 Mbps effective",256 MB,GDDR3,256 bit,35.20 GB/s,16.0,16.0,7.680 GPixel/s,7.680 GTexel/s,,unknown,No outputs,,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,60 million,76 mm²,End-of-life,425 MHz,"325 MHz
650 Mbps effective",128 MB,DDR,128 bit,10.40 GB/s,4.0,4.0,1.700 GPixel/s,1.700 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,9.0 (9_0),2.0,ATI,,,,
2005,UMC,80 nm,107 million,100 mm²,End-of-life,450 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,128 bit,8.000 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,450 MHz,"250 MHz
500 Mbps effective",256 MB,DDR,128 bit,8.000 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,450 MHz,"250 MHz
500 Mbps effective",256 MB,DDR,128 bit,8.000 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,450 MHz,"250 MHz
500 Mbps effective",64 MB,DDR,64 bit,4.000 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,Single-slot,unknown,1x VGA,None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,450 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,128 bit,8.000 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",,9.0c (9_3),2.1,ATI,,,,3.0
2005,UMC,80 nm,107 million,100 mm²,End-of-life,450 MHz,"250 MHz
500 Mbps effective",128 MB,DDR2,64 bit,4.000 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,600 MHz,"400 MHz
800 Mbps effective",128 MB,DDR,128 bit,12.80 GB/s,4.0,4.0,2.400 GPixel/s,2.400 GTexel/s,Single-slot,31 W,"1x DVI
1x VGA
1x S-Video",None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,107 million,100 mm²,End-of-life,600 MHz,"400 MHz
800 Mbps effective",256 MB,DDR,128 bit,12.80 GB/s,4.0,4.0,2.400 GPixel/s,2.400 GTexel/s,Single-slot,31 W,"1x DVI
1x VGA
1x S-Video",None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,157 million,150 mm²,End-of-life,500 MHz,"390 MHz
780 Mbps effective",256 MB,GDDR3,128 bit,12.48 GB/s,4.0,4.0,2.000 GPixel/s,2.000 GTexel/s,Single-slot,41 W,"1x DVI
1x VGA
1x S-Video",None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,157 million,150 mm²,End-of-life,590 MHz,"690 MHz
1380 Mbps effective",256 MB,GDDR3,128 bit,22.08 GB/s,4.0,4.0,2.360 GPixel/s,2.360 GTexel/s,Single-slot,42 W,"1x DVI
1x VGA
1x S-Video",None,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,321 million,288 mm²,End-of-life,600 MHz,"700 MHz
1400 Mbps effective",512 MB,GDDR3,256 bit,44.80 GB/s,16.0,16.0,9.600 GPixel/s,9.600 GTexel/s,Dual-slot,113 W,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,321 million,288 mm²,End-of-life,500 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,256 bit,32.00 GB/s,16.0,16.0,8.000 GPixel/s,8.000 GTexel/s,Single-slot,70 W,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,90 nm,321 million,288 mm²,End-of-life,600 MHz,"700 MHz
1400 Mbps effective",512 MB,GDDR3,256 bit,44.80 GB/s,16.0,16.0,9.600 GPixel/s,9.600 GTexel/s,Dual-slot,113 W,"2x DVI
1x S-Video",1x 6-pin,9.0c (9_3),2.1,ATI,,,,3.0
2005,TSMC,110 nm,107 million,74 mm²,End-of-life,400 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,128 bit,8.000 GB/s,4.0,4.0,1.600 GPixel/s,1.600 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,9.0,2.0,ATI,,,,
2005,TSMC,110 nm,107 million,74 mm²,End-of-life,400 MHz,"250 MHz
500 Mbps effective",256 MB,DDR2,128 bit,8.000 GB/s,4.0,4.0,1.600 GPixel/s,1.600 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",,9.0,2.0,ATI,,,,
2005,TSMC,110 nm,120 million,156 mm²,End-of-life,400 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,64 bit,4.000 GB/s,4.0,4.0,1.600 GPixel/s,1.600 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,9.0b (9_2),2.0,ATI,,,,
2005,TSMC,110 nm,120 million,156 mm²,End-of-life,425 MHz,"450 MHz
900 Mbps effective",128 MB,GDDR3,128 bit,14.40 GB/s,8.0,8.0,3.400 GPixel/s,3.400 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA",None,9.0b (9_2),2.0,ATI,,,,
2005,TSMC,130 nm,160 million,289 mm²,End-of-life,500 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,256 bit,32.00 GB/s,16.0,16.0,8.000 GPixel/s,8.000 GTexel/s,Dual-slot,unknown,2x DVI,None,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,110 nm,160 million,240 mm²,End-of-life,475 MHz,"493 MHz
986 Mbps effective",128 MB,DDR,256 bit,31.55 GB/s,8.0,8.0,3.800 GPixel/s,3.800 GTexel/s,Single-slot,40 W,"1x DVI
1x VGA
1x S-Video",None,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,475 MHz,"350 MHz
700 Mbps effective",128 MB,DDR,256 bit,22.40 GB/s,12.0,12.0,5.700 GPixel/s,5.700 GTexel/s,Single-slot,40 W,"1x DVI
1x VGA
1x S-Video",None,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,475 MHz,"493 MHz
986 Mbps effective",256 MB,GDDR3,256 bit,31.55 GB/s,12.0,12.0,5.700 GPixel/s,5.700 GTexel/s,Single-slot,40 W,"1x DVI
1x VGA
1x S-Video",1x Molex,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,400 MHz,"400 MHz
800 Mbps effective",256 MB,GDDR3,256 bit,25.60 GB/s,12.0,12.0,4.800 GPixel/s,4.800 GTexel/s,Single-slot,49 W,"1x DVI
1x VGA
1x S-Video",None,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,400 MHz,"490 MHz
980 Mbps effective",256 MB,GDDR3,256 bit,31.36 GB/s,12.0,12.0,4.800 GPixel/s,4.800 GTexel/s,Single-slot,49 W,"1x DVI
1x VGA
1x S-Video",1x Molex,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,110 nm,160 million,240 mm²,End-of-life,400 MHz,"490 MHz
980 Mbps effective",256 MB,GDDR3,256 bit,31.36 GB/s,12.0,12.0,4.800 GPixel/s,4.800 GTexel/s,Single-slot,49 W,"1x DVI
1x VGA
1x S-Video",1x Molex,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,400 MHz,"490 MHz
980 Mbps effective",256 MB,GDDR3,256 bit,31.36 GB/s,16.0,16.0,6.400 GPixel/s,6.400 GTexel/s,Single-slot,unknown,"2x DVI
1x S-Video",,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,500 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,256 bit,32.00 GB/s,12.0,12.0,6.000 GPixel/s,6.000 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",1x Molex,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,520 MHz,"540 MHz
1080 Mbps effective",256 MB,GDDR3,256 bit,34.56 GB/s,16.0,16.0,8.320 GPixel/s,8.320 GTexel/s,Dual-slot,69 W,"1x DVI
1x VGA
1x S-Video",1x Molex,9.0b (9_2),2.1,ATI,,,,
2005,TSMC,130 nm,160 million,297 mm²,End-of-life,540 MHz,"590 MHz
1180 Mbps effective",256 MB,GDDR3,256 bit,37.76 GB/s,16.0,16.0,8.640 GPixel/s,8.640 GTexel/s,Dual-slot,67 W,"1x DVI
1x VGA
1x S-Video",1x Molex,9.0b (9_2),2.1,ATI,,,,
2005,,110 nm,unknown,73 mm²,End-of-life,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,2.0,2.0,600.0 MPixel/s,600.0 MTexel/s,IGP,unknown,No outputs,None,9.0,2.0,ATI,,,,
2005,,130 nm,unknown,73 mm²,End-of-life,336 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,2.0,2.0,672.0 MPixel/s,672.0 MTexel/s,IGP,unknown,No outputs,None,9.0 (9_0),2.0,ATI,,,,
2005,,130 nm,unknown,73 mm²,End-of-life,336 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,2.0,2.0,672.0 MPixel/s,672.0 MTexel/s,IGP,unknown,No outputs,None,9.0 (9_0),2.0,ATI,,,,
2005,TSMC,90 nm,232 million,181 mm²,End-of-life,500 MHz,"700 MHz
1400 Mbps effective",512 MB,GDDR3,128 bit,22.40 GB/s,16.0,8.0,4.000 GPixel/s,8.000 GTexel/s,,203 W,No outputs,,9.0c (9_3),,ATI,240,240.0,240.0 GFLOPS,3.0
2004,UMC,150 nm,36 million,98 mm²,End-of-life,250 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,128 bit,6.400 GB/s,4.0,4.0,1.000 GPixel/s,1.000 GTexel/s,Single-slot,unknown,"1x VGA
2x S-Video",,8.1,1.4,ATI,,,,
2004,UMC,150 nm,36 million,98 mm²,End-of-life,250 MHz,"164 MHz
328 Mbps effective",128 MB,DDR,64 bit,2.624 GB/s,4.0,4.0,1.000 GPixel/s,1.000 GTexel/s,Single-slot,unknown,"1x VGA
2x S-Video",,8.1,1.4,ATI,,,,
2004,TSMC,130 nm,60 million,76 mm²,End-of-life,527 MHz,"324 MHz
648 Mbps effective",128 MB,DDR,128 bit,10.37 GB/s,4.0,4.0,2.108 GPixel/s,2.108 GTexel/s,Single-slot,unknown,"1x VGA
1x S-Video",None,9.0 (9_0),2.0,ATI,,,,
2004,TSMC,110 nm,160 million,240 mm²,End-of-life,398 MHz,"492 MHz
984 Mbps effective",128 MB,GDDR3,128 bit,15.74 GB/s,8.0,8.0,3.184 GPixel/s,3.184 GTexel/s,Single-slot,unknown,1x DVI,None,9.0b (9_2),2.1,ATI,,,,
2004,TSMC,130 nm,160 million,281 mm²,End-of-life,500 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,256 bit,32.00 GB/s,16.0,16.0,8.000 GPixel/s,8.000 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA",None,9.0b (9_2),2.1,ATI,,,,
2004,TSMC,110 nm,107 million,74 mm²,End-of-life,391 MHz,"196 MHz
392 Mbps effective",128 MB,DDR,64 bit,3.136 GB/s,4.0,4.0,1.564 GPixel/s,1.564 GTexel/s,Single-slot,unknown,"1x DVI
1x VGA",None,9.0,2.0,ATI,,,,
2004,TSMC,130 nm,75 million,92 mm²,End-of-life,500 MHz,"350 MHz
700 Mbps effective",128 MB,DDR,128 bit,11.20 GB/s,4.0,4.0,2.000 GPixel/s,2.000 GTexel/s,Single-slot,46 W,No outputs,None,9.0,2.0,ATI,,,,
2004,TSMC,110 nm,120 million,156 mm²,End-of-life,425 MHz,"430 MHz
860 Mbps effective",128 MB,GDDR3,128 bit,13.76 GB/s,8.0,8.0,3.400 GPixel/s,3.400 GTexel/s,Single-slot,unknown,"2x DVI
1x S-Video",None,9.0b (9_2),2.0,ATI,,,,
2004,TSMC,130 nm,160 million,289 mm²,End-of-life,450 MHz,"350 MHz
700 Mbps effective",128 MB,DDR,256 bit,22.40 GB/s,12.0,12.0,5.400 GPixel/s,5.400 GTexel/s,Single-slot,unknown,"2x DVI
1x S-Video",None,9.0b (9_2),2.1,ATI,,,,
2004,TSMC,130 nm,160 million,289 mm²,End-of-life,493 MHz,"475 MHz
950 Mbps effective",256 MB,GDDR3,256 bit,30.40 GB/s,16.0,16.0,7.888 GPixel/s,7.888 GTexel/s,Single-slot,91 W,"2x DVI
1x S-Video",1x 6-pin,9.0b (9_2),2.1,ATI,,,,
2004,TSMC,130 nm,160 million,281 mm²,End-of-life,491 MHz,"454 MHz
908 Mbps effective",256 MB,GDDR3,256 bit,29.06 GB/s,12.0,12.0,5.892 GPixel/s,5.892 GTexel/s,Single-slot,57 W,"2x DVI
1x S-Video",1x Molex,9.0b (9_2),2.1,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,450 MHz,"225 MHz
450 Mbps effective",128 MB,DDR,128 bit,7.200 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,,unknown,No outputs,,9.0,2.0,ATI,,,,
2004,TSMC,110 nm,107 million,74 mm²,End-of-life,350 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,128 bit,6.400 GB/s,4.0,4.0,1.400 GPixel/s,1.400 GTexel/s,,unknown,No outputs,,9.0b,2.0,ATI,,,,
2004,TSMC,130 nm,75 million,92 mm²,End-of-life,400 MHz,"250 MHz
500 Mbps effective",128 MB,DDR2,128 bit,8.000 GB/s,4.0,4.0,1.600 GPixel/s,1.600 GTexel/s,,unknown,No outputs,,9.0b,2.0,ATI,,,,
2004,TSMC,180 nm,30 million,115 mm²,End-of-life,144 MHz,"139 MHz
278 Mbps effective",16 MB,DDR,32 bit,1.112 GB/s,3.0,1.0,144.0 MPixel/s,432.0 MTexel/s,IGP,unknown,No outputs,,7.0,1.3,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,230 MHz,"190 MHz
380 Mbps effective",128 MB,DDR,64 bit,3.040 GB/s,4.0,4.0,920.0 MPixel/s,920.0 MTexel/s,,unknown,No outputs,,9.0 (9_0),2.0,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,250 MHz,"243 MHz
486 Mbps effective",64 MB,DDR,64 bit,3.888 GB/s,4.0,4.0,1.000 GPixel/s,1.000 GTexel/s,,unknown,No outputs,,9.0,2.0,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,300 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,64 bit,3.200 GB/s,4.0,4.0,1.200 GPixel/s,1.200 GTexel/s,,unknown,No outputs,,9.0 (9_0),2.0,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,333 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,128 bit,6.400 GB/s,4.0,4.0,1.332 GPixel/s,1.332 GTexel/s,,unknown,No outputs,,9.0 (9_0),2.0,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,337 MHz,"243 MHz
486 Mbps effective",128 MB,DDR,128 bit,7.776 GB/s,4.0,4.0,1.348 GPixel/s,1.348 GTexel/s,,unknown,No outputs,,9.0 (9_0),2.0,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,450 MHz,"275 MHz
550 Mbps effective",64 MB,DDR,128 bit,8.800 GB/s,4.0,4.0,1.800 GPixel/s,1.800 GTexel/s,,unknown,No outputs,,9.0,2.0,ATI,,,,
2004,TSMC,130 nm,76 million,92 mm²,End-of-life,250 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,64 bit,3.200 GB/s,4.0,4.0,1.000 GPixel/s,1.000 GTexel/s,,unknown,No outputs,,9.0 (9_0),2.0,ATI,,,,
2004,TSMC,130 nm,160 million,281 mm²,End-of-life,350 MHz,"300 MHz
600 Mbps effective",256 MB,DDR,256 bit,19.20 GB/s,8.0,8.0,2.800 GPixel/s,2.800 GTexel/s,,unknown,No outputs,,9.0b (9_2),2.1,ATI,,,,
2004,TSMC,130 nm,75 million,92 mm²,End-of-life,400 MHz,"250 MHz
500 Mbps effective",128 MB,DDR,128 bit,8.000 GB/s,4.0,4.0,1.600 GPixel/s,1.600 GTexel/s,,unknown,No outputs,,9.0b,2.0,ATI,,,,
2004,TSMC,130 nm,75 million,92 mm²,End-of-life,400 MHz,"250 MHz
500 Mbps effective",64 MB,DDR,128 bit,8.000 GB/s,4.0,4.0,1.600 GPixel/s,1.600 GTexel/s,,unknown,No outputs,,9.0b,2.0,ATI,,,,
2004,TSMC,130 nm,160 million,289 mm²,End-of-life,400 MHz,"400 MHz
800 Mbps effective",256 MB,GDDR3,256 bit,25.60 GB/s,12.0,12.0,4.800 GPixel/s,4.800 GTexel/s,,unknown,No outputs,,9.0b (9_2),2.1,ATI,,,,
2004,TSMC,180 nm,30 million,80 mm²,End-of-life,183 MHz,"183 MHz
366 Mbps effective",32 MB,DDR,64 bit,2.928 GB/s,3.0,1.0,183.0 MPixel/s,549.0 MTexel/s,Single-slot,23 W,"1x DVI
1x VGA
1x S-Video",None,7.0,1.3,ATI,,,,
2004,TSMC,180 nm,30 million,80 mm²,End-of-life,183 MHz,"183 MHz
366 Mbps effective",32 MB,DDR,64 bit,2.928 GB/s,3.0,1.0,183.0 MPixel/s,549.0 MTexel/s,Single-slot,23 W,"1x DVI
1x VGA
1x S-Video",None,7.0,1.3,ATI,,,,
2004,TSMC,150 nm,36 million,97 mm²,End-of-life,275 MHz,"275 MHz
550 Mbps effective",64 MB,DDR,128 bit,8.800 GB/s,4.0,4.0,1.100 GPixel/s,1.100 GTexel/s,Single-slot,28 W,2x DVI,None,8.1,1.4,ATI,,,,
2004,UMC,150 nm,36 million,98 mm²,End-of-life,240 MHz,"200 MHz
400 Mbps effective",64 MB,DDR,64 bit,3.200 GB/s,4.0,4.0,960.0 MPixel/s,960.0 MTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,8.1,1.4,ATI,,,,
2004,UMC,150 nm,36 million,98 mm²,End-of-life,240 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,64 bit,3.200 GB/s,4.0,4.0,960.0 MPixel/s,960.0 MTexel/s,Single-slot,unknown,"1x DVI
1x VGA
1x S-Video",None,8.1,1.4,ATI,,,,
2004,TSMC,150 nm,117 million,218 mm²,End-of-life,378 MHz,"338 MHz
676 Mbps effective",128 MB,DDR,256 bit,21.63 GB/s,8.0,8.0,3.024 GPixel/s,3.024 GTexel/s,Single-slot,60 W,2x DVI,None,9.0,2.0,ATI,,,,
